time,year,month,latitude,longitude,depth,mag,magType,place,type,felt,alert,tsunami,sig,nst,dmin,rms,horizontalError,depthError,id
2007-06-17,2007,6,34.9872,134.8744,259.6,6.3,mw,Ring of Fire - Japan,earthquake,21,yellow,0,223,8,1.258,1.75,6.8,1.6,us0000007387
1906-05-24,1906,5,37.6236,71.0091,45.6,5.2,mw,Himalayan Belt,earthquake,1,green,0,32,120,2.486,1.14,8.1,11.1,us0000007388
1980-10-27,1980,10,33.9927,133.3635,80.2,5.7,mw,Ring of Fire - Japan,earthquake,5,green,0,123,25,1.837,1.51,14.2,13.5,us0000007389
2015-03-12,2015,3,-25.2237,-66.7054,81.1,5.1,mw,Ring of Fire - Chile,earthquake,0,green,0,15,96,1.504,1.09,13.4,14.4,us0000007390
1999-07-16,1999,7,31.5846,140.7841,51.6,5.2,mw,Ring of Fire - Japan,earthquake,3,green,0,43,76,4.945,0.34,16.0,13.5,us0000007391
1934-03-24,1934,3,39.1225,-32.8444,44.3,5.2,mw,Mid-Atlantic Ridge,earthquake,4,green,0,30,106,1.037,0.51,15.1,2.2,us0000007392
1957-06-19,1957,6,-42.2992,-73.1196,38.8,5.0,ms,Ring of Fire - Chile,earthquake,1,green,0,4,179,0.355,1.39,7.4,5.6,us0000007393
1964-12-15,1964,12,-50.3734,10.3084,21.4,5.2,mw,Other,earthquake,0,green,0,33,119,4.158,1.48,1.0,9.7,us0000007394
1991-11-09,1991,11,57.5365,19.2076,27.3,5.1,ml,Other,earthquake,1,green,1,9,6,0.482,0.48,10.6,3.2,us0000007395
1911-04-26,1911,4,54.0007,-168.1825,25.9,5.2,ms,Ring of Fire - Alaska,earthquake,1,green,0,41,125,0.274,1.88,18.4,4.7,us0000007396
1976-12-06,1976,12,39.145,139.6115,61.2,5.0,mw,Ring of Fire - Japan,earthquake,0,green,0,5,167,0.379,1.1,17.4,1.8,us0000007397
1935-04-19,1935,4,-16.8288,-69.1253,40.7,5.5,ms,Ring of Fire - Chile,earthquake,2,green,0,93,151,4.204,0.79,13.1,7.9,us0000007398
1965-09-24,1965,9,-0.4543,110.4829,24.8,5.1,mw,Ring of Fire - Indonesia,earthquake,1,green,0,9,69,1.195,1.71,3.4,8.1,us0000007399
1926-01-21,1926,1,9.2151,147.5838,20.5,5.3,mw,Other,earthquake,3,green,0,55,75,2.364,0.81,0.8,7.9,us0000007400
1954-05-27,1954,5,24.5603,-66.797,25.7,5.2,mw,Caribbean,earthquake,1,green,0,42,157,0.223,0.66,3.8,3.5,us0000007401
1983-02-15,1983,2,-35.9368,-107.8574,19.2,5.1,mw,Other,earthquake,2,green,0,15,111,2.008,0.83,5.8,2.5,us0000007402
1944-02-24,1944,2,29.3687,86.116,72.1,7.0,mw,Himalayan Belt,earthquake,80,orange,0,354,85,2.55,1.4,10.7,10.1,us0000007403
1981-02-13,1981,2,13.0285,126.9066,87.4,5.8,ml,Ring of Fire - Philippines,earthquake,6,green,0,137,197,1.653,0.18,20.0,10.4,us0000007404
1984-10-05,1984,10,-35.18,-68.639,22.5,5.2,mw,Ring of Fire - Chile,earthquake,1,green,0,39,31,4.546,0.77,10.6,1.1,us0000007405
1947-12-11,1947,12,37.9532,-119.3751,11.9,5.1,ms,California - USA,earthquake,1,green,0,17,68,0.885,1.17,12.6,13.1,us0000007406
1994-05-24,1994,5,34.5121,139.8574,172.8,5.0,mw,Ring of Fire - Japan,earthquake,0,green,0,0,77,4.114,1.43,2.5,7.9,us0000007407
2005-11-23,2005,11,19.5904,129.027,60.0,5.0,ms,Ring of Fire - Philippines,earthquake,1,green,1,5,63,3.991,0.9,1.9,7.2,us0000007408
1956-08-17,1956,8,30.2063,88.3445,141.7,5.2,mw,Himalayan Belt,earthquake,2,green,0,43,17,0.236,0.47,10.3,13.8,us0000007409
1955-07-28,1955,7,40.35,141.7859,101.8,5.0,mw,Ring of Fire - Japan,earthquake,0,green,0,0,169,1.929,0.21,10.2,9.5,us0000007410
1955-01-08,1955,1,-38.4617,175.6669,20.7,5.2,ms,New Zealand,earthquake,1,green,0,37,120,0.913,1.0,10.3,10.6,us0000007411
1970-03-05,1970,3,31.5023,143.3133,53.3,5.0,mw,Ring of Fire - Japan,earthquake,0,green,0,4,182,4.103,1.0,16.2,8.0,us0000007412
1963-10-08,1963,10,-22.7376,-35.4944,41.4,5.0,mw,Mid-Atlantic Ridge,earthquake,3,green,0,4,112,3.203,0.62,10.6,7.4,us0000007413
1932-05-28,1932,5,43.3652,131.0133,301.8,5.0,mw,Ring of Fire - Japan,earthquake,2,green,0,5,177,4.626,1.77,19.3,2.0,us0000007414
1948-06-22,1948,6,-37.5152,25.1944,4.4,5.3,ms,Other,earthquake,1,green,0,56,91,1.513,1.38,5.1,12.1,us0000007415
1960-10-26,1960,10,36.0546,141.5872,198.8,5.2,mb,Ring of Fire - Japan,earthquake,0,green,0,33,161,2.366,1.16,11.4,14.5,us0000007416
1986-12-13,1986,12,43.1227,144.7895,107.4,5.3,mw,Ring of Fire - Japan,earthquake,3,green,0,56,194,2.926,0.73,14.7,7.3,us0000007417
2010-01-23,2010,1,36.016,141.8562,73.0,5.1,ml,Ring of Fire - Japan,earthquake,0,green,0,18,18,4.466,0.45,10.5,3.9,us0000007418
2000-02-26,2000,2,33.7906,140.2289,77.4,7.1,mw,Ring of Fire - Japan,earthquake,204,orange,0,371,47,4.49,1.81,7.2,5.7,us0000007419
2021-03-12,2021,3,7.6289,127.1494,40.1,6.8,ms,Ring of Fire - Philippines,earthquake,97,orange,0,328,194,4.805,0.62,9.2,5.8,us0000007420
1957-11-08,1957,11,36.362,140.3415,20.7,5.1,mw,Ring of Fire - Japan,earthquake,1,green,0,13,29,0.96,1.28,2.1,12.1,us0000007421
1981-11-18,1981,11,-46.8753,170.4448,72.1,5.1,mw,New Zealand,earthquake,0,green,0,19,68,2.984,1.34,18.0,7.5,us0000007422
1972-11-17,1972,11,15.5549,-88.4071,45.3,5.2,mb,Caribbean,earthquake,2,green,0,37,124,3.566,0.19,8.0,14.7,us0000007423
1976-12-14,1976,12,11.5804,126.4157,14.6,5.4,mw,Ring of Fire - Philippines,earthquake,2,green,0,63,43,3.519,1.18,10.0,3.9,us0000007424
1977-01-20,1977,1,4.4939,95.5917,166.9,5.2,ms,Ring of Fire - Indonesia,earthquake,0,green,0,29,35,0.015,0.17,18.2,12.3,us0000007425
1938-09-15,1938,9,37.2396,137.2357,13.7,5.5,ms,Ring of Fire - Japan,earthquake,2,green,0,94,151,4.218,1.71,7.9,9.5,us0000007426
1945-01-11,1945,1,18.1535,-78.6958,86.1,5.3,mb,Caribbean,earthquake,1,green,0,53,54,0.645,0.45,6.2,9.9,us0000007427
1952-05-26,1952,5,53.5615,-163.2178,56.3,5.9,mw,Ring of Fire - Alaska,earthquake,15,green,0,168,37,0.536,0.18,18.2,11.8,us0000007428
2005-11-03,2005,11,42.3503,37.3063,8.4,5.6,ms,Mediterranean Belt,earthquake,4,green,0,113,120,3.689,1.02,13.1,14.3,us0000007429
1902-05-19,1902,5,30.7627,137.7843,29.1,5.5,ms,Ring of Fire - Japan,earthquake,4,green,0,94,159,3.898,1.54,10.2,1.2,us0000007430
2022-08-28,2022,8,-20.7776,-66.3977,17.8,5.0,ms,Ring of Fire - Chile,earthquake,2,green,0,1,198,1.25,0.91,10.7,10.8,us0000007431
1999-03-12,1999,3,58.5351,-156.384,48.4,5.2,mw,Ring of Fire - Alaska,earthquake,1,green,0,32,153,2.367,1.06,14.0,3.7,us0000007432
1958-03-17,1958,3,-35.1056,63.9178,48.4,5.9,mw,Other,earthquake,14,green,0,156,36,0.882,0.67,7.3,12.5,us0000007433
1958-05-16,1958,5,50.8914,148.6186,11.5,5.0,mw,Other,earthquake,1,green,0,3,105,2.334,1.18,10.8,5.1,us0000007434
1958-04-17,1958,4,-21.2018,-74.4997,44.3,5.4,ms,Ring of Fire - Chile,earthquake,5,green,0,75,120,1.445,1.75,18.4,10.8,us0000007435
1988-01-07,1988,1,-34.9808,-73.1688,55.3,6.5,mw,Ring of Fire - Chile,earthquake,35,orange,0,269,169,3.3,1.39,15.8,1.7,us0000007436
2019-12-02,2019,12,-38.642,-70.316,14.8,5.2,mb,Ring of Fire - Chile,earthquake,2,green,0,39,167,0.911,1.26,2.4,8.7,us0000007437
1942-09-28,1942,9,-4.7287,108.5688,29.7,5.3,mw,Ring of Fire - Indonesia,earthquake,1,green,0,53,81,0.886,0.65,8.5,3.1,us0000007438
1952-10-03,1952,10,4.8842,135.4517,79.5,5.6,mw,Ring of Fire - Indonesia,earthquake,3,green,0,105,40,1.781,0.13,3.4,7.2,us0000007439
1979-01-11,1979,1,-4.4673,130.1341,75.3,5.1,mw,Ring of Fire - Indonesia,earthquake,3,green,0,12,24,0.828,1.15,2.4,14.1,us0000007440
2024-04-22,2024,4,48.3218,61.1603,21.2,5.6,mw,Other,earthquake,3,green,0,98,38,0.825,1.51,19.3,4.5,us0000007441
1959-04-17,1959,4,-36.9675,166.9227,37.8,5.6,mw,New Zealand,earthquake,4,green,0,108,172,0.988,1.7,17.5,2.6,us0000007442
2020-04-24,2020,4,4.766,110.1733,40.6,5.1,mw,Ring of Fire - Indonesia,earthquake,0,green,0,12,195,3.157,1.01,7.5,5.4,us0000007443
1939-11-23,1939,11,-32.6906,111.5978,19.2,5.4,mw,Other,earthquake,5,green,0,70,163,1.632,0.9,8.4,9.6,us0000007444
1986-02-06,1986,2,11.1879,-60.9519,44.7,5.1,ml,Caribbean,earthquake,1,green,0,15,196,0.444,0.65,18.1,13.9,us0000007445
1952-09-17,1952,9,32.7208,-114.1169,7.8,5.3,mw,California - USA,earthquake,0,green,0,57,120,2.24,1.29,19.8,11.9,us0000007446
1980-02-12,1980,2,33.1415,93.8479,11.1,5.0,mw,Himalayan Belt,earthquake,0,green,0,7,83,1.898,0.64,12.5,7.6,us0000007447
1913-02-16,1913,2,13.341,-76.6658,31.0,5.8,mw,Caribbean,earthquake,4,green,0,149,174,0.592,0.29,12.1,8.2,us0000007448
2004-12-14,2004,12,-5.0688,139.7384,74.0,5.1,ms,Ring of Fire - Indonesia,earthquake,0,green,0,19,138,1.401,0.81,17.0,6.5,us0000007449
1961-10-11,1961,10,-2.9163,118.1726,42.4,5.0,mw,Ring of Fire - Indonesia,earthquake,1,green,0,8,75,1.92,1.37,15.7,11.4,us0000007450
2018-05-03,2018,5,39.8115,136.9755,20.6,5.4,mw,Ring of Fire - Japan,earthquake,2,green,0,75,20,3.134,1.25,13.8,14.6,us0000007451
1996-01-06,1996,1,-37.477,-68.7963,40.1,5.0,mw,Ring of Fire - Chile,earthquake,0,green,0,4,167,3.922,1.72,9.2,8.8,us0000007452
2011-04-03,2011,4,-11.6258,5.8402,46.8,5.5,mw,Other,earthquake,11,green,0,89,108,1.219,1.27,8.4,0.8,us0000007453
1993-01-05,1993,1,29.0088,95.0559,16.9,5.6,mb,Himalayan Belt,earthquake,7,green,0,110,104,4.309,1.59,17.0,2.4,us0000007454
1908-09-27,1908,9,37.2432,136.3131,175.2,6.1,ms,Ring of Fire - Japan,earthquake,9,yellow,0,193,32,0.879,1.66,9.0,13.1,us0000007455
1971-01-03,1971,1,20.3909,-82.0605,31.9,6.1,ms,Caribbean,earthquake,7,yellow,0,203,199,4.58,1.13,4.8,13.5,us0000007456
1961-08-10,1961,8,34.2978,86.9261,111.1,5.0,mw,Himalayan Belt,earthquake,0,green,0,7,82,4.3,1.84,1.5,12.0,us0000007457
1994-03-24,1994,3,-3.659,116.877,86.3,5.0,mw,Ring of Fire - Indonesia,earthquake,1,green,0,2,52,0.799,1.96,3.1,1.4,us0000007458
1998-02-01,1998,2,38.3633,-1.8908,29.7,5.0,ms,Mediterranean Belt,earthquake,0,green,0,7,162,1.986,0.61,5.5,3.0,us0000007459
2014-01-01,2014,1,39.0745,141.7296,63.4,5.3,mw,Ring of Fire - Japan,earthquake,2,green,0,55,137,2.838,1.56,1.6,6.6,us0000007460
1927-12-22,1927,12,-24.7822,-111.3472,70.6,5.9,mb,Other,earthquake,4,green,0,167,101,1.896,0.75,15.2,14.6,us0000007461
1995-01-06,1995,1,14.1516,-62.0562,19.5,5.1,mw,Caribbean,earthquake,2,green,0,9,9,4.075,1.28,1.5,1.9,us0000007462
2024-03-06,2024,3,-16.098,-65.255,24.6,5.0,mw,Ring of Fire - Chile,earthquake,1,green,0,5,145,4.572,0.34,12.0,0.8,us0000007463
1947-12-02,1947,12,-34.0095,-67.2492,46.6,5.4,ms,Ring of Fire - Chile,earthquake,4,green,0,79,161,0.344,0.63,9.3,12.9,us0000007464
1972-07-18,1972,7,18.2241,-75.936,53.4,5.0,mw,Caribbean,earthquake,0,green,0,4,74,1.823,0.24,13.4,1.8,us0000007465
1994-10-22,1994,10,-1.0422,111.8887,58.9,6.2,ms,Ring of Fire - Indonesia,earthquake,31,yellow,0,221,51,4.281,1.46,4.4,1.0,us0000007466
1972-03-06,1972,3,5.8985,30.8305,224.7,5.4,mw,Other,earthquake,1,green,0,63,197,2.836,1.09,15.1,8.2,us0000007467
1978-05-22,1978,5,-6.3379,99.2726,58.0,5.5,mw,Ring of Fire - Indonesia,earthquake,3,green,0,83,190,3.171,0.71,13.1,13.9,us0000007468
2018-04-13,2018,4,36.2166,135.9332,81.6,5.2,mw,Ring of Fire - Japan,earthquake,2,green,0,39,32,0.676,0.96,14.4,11.6,us0000007469
2011-12-04,2011,12,39.0139,66.6707,62.1,5.0,mw,Himalayan Belt,earthquake,0,green,0,1,143,0.377,0.95,7.0,7.8,us0000007470
1959-06-22,1959,6,42.6073,-26.0659,27.9,5.4,ms,Mid-Atlantic Ridge,earthquake,1,green,0,68,195,0.695,1.29,3.5,7.3,us0000007471
1977-12-15,1977,12,-26.9502,-66.8624,14.5,5.5,mw,Ring of Fire - Chile,earthquake,4,green,0,96,144,3.955,1.01,19.5,9.3,us0000007472
1987-11-22,1987,11,28.2403,94.0771,24.4,5.5,ms,Other,earthquake,1,green,0,81,91,1.347,1.87,2.5,14.7,us0000007473
2023-08-16,2023,8,-0.2058,139.7482,237.2,5.1,ms,Ring of Fire - Indonesia,earthquake,0,green,0,10,86,0.875,1.19,2.5,9.4,us0000007474
1960-08-05,1960,8,37.1182,136.1239,65.1,5.1,mw,Ring of Fire - Japan,earthquake,1,green,0,17,123,0.096,0.55,5.9,8.7,us0000007475
1984-06-21,1984,6,30.6138,66.679,35.4,5.1,mw,Himalayan Belt,earthquake,1,green,0,13,75,0.83,0.82,13.5,6.6,us0000007476
1999-04-20,1999,4,-7.5847,111.7984,302.6,5.0,ms,Ring of Fire - Indonesia,earthquake,1,green,0,1,150,4.594,0.96,8.2,9.5,us0000007477
2021-11-02,2021,11,26.6653,65.9117,12.1,5.1,mw,Himalayan Belt,earthquake,0,green,0,21,41,4.141,1.33,13.4,12.2,us0000007478
1981-03-14,1981,3,44.5212,139.6324,97.7,5.1,ml,Ring of Fire - Japan,earthquake,2,green,0,22,148,1.914,1.95,12.4,14.2,us0000007479
2024-03-09,2024,3,17.0603,122.5678,33.8,5.3,mw,Ring of Fire - Philippines,earthquake,3,green,0,53,192,2.219,0.83,6.3,9.7,us0000007480
1926-01-07,1926,1,32.6938,88.5934,66.9,5.4,mw,Himalayan Belt,earthquake,2,green,0,63,137,4.137,1.24,19.1,8.0,us0000007481
2005-02-18,2005,2,-1.1953,124.7003,47.0,5.7,mb,Ring of Fire - Indonesia,earthquake,7,green,0,125,149,2.708,1.27,9.8,5.2,us0000007482
1915-07-06,1915,7,34.1578,131.2358,43.0,5.9,mb,Ring of Fire - Japan,earthquake,9,green,0,167,63,1.4,0.46,19.3,1.1,us0000007483
1955-03-16,1955,3,-3.6682,108.268,181.6,5.4,mb,Ring of Fire - Indonesia,earthquake,4,green,0,76,173,1.086,0.28,17.8,1.1,us0000007484
1989-02-19,1989,2,44.0606,130.3624,47.7,5.0,mw,Ring of Fire - Japan,earthquake,1,green,0,4,185,1.221,1.24,16.7,12.4,us0000007485
2006-10-20,2006,10,39.9063,-121.3661,71.8,5.2,mw,California - USA,earthquake,1,green,0,39,73,3.173,0.6,16.6,1.9,us0000007486
1976-01-24,1976,1,10.0959,-71.8823,8.6,5.1,mw,Caribbean,earthquake,0,green,1,21,62,1.248,0.96,1.7,14.0,us0000007487
2010-12-08,2010,12,37.6878,142.9686,50.6,5.2,mb,Ring of Fire - Japan,earthquake,3,green,0,26,196,2.868,0.32,6.5,3.7,us0000007488
1959-11-06,1959,11,-45.5237,173.6311,12.8,5.2,ml,New Zealand,earthquake,3,green,0,28,93,0.716,1.32,12.0,12.9,us0000007489
1973-09-23,1973,9,60.5114,-171.1746,13.2,5.7,ml,Ring of Fire - Alaska,earthquake,6,green,0,118,20,0.714,0.55,17.7,12.2,us0000007490
2003-12-07,2003,12,40.0521,133.7599,372.2,5.3,mb,Ring of Fire - Japan,earthquake,0,green,0,55,156,4.197,1.78,12.5,5.8,us0000007491
1955-04-22,1955,4,37.6868,-4.1159,58.9,5.1,mb,Mediterranean Belt,earthquake,0,green,0,9,105,2.571,0.62,10.2,1.4,us0000007492
1999-09-16,1999,9,-7.3151,98.3053,88.8,5.2,mw,Ring of Fire - Indonesia,earthquake,1,green,0,38,152,1.328,1.57,2.2,0.9,us0000007493
2007-06-23,2007,6,44.364,130.6521,126.6,5.2,ml,Ring of Fire - Japan,earthquake,0,green,0,29,51,0.249,1.47,17.7,5.3,us0000007494
1962-01-02,1962,1,3.1308,123.8032,41.8,5.9,mw,Ring of Fire - Indonesia,earthquake,16,green,0,167,120,2.697,0.65,2.3,8.3,us0000007495
1925-10-21,1925,10,-5.5743,125.951,87.7,5.6,ml,Ring of Fire - Indonesia,earthquake,1,green,0,109,42,4.508,1.08,10.0,3.4,us0000007496
2005-09-06,2005,9,31.1107,143.5558,74.6,5.6,ms,Ring of Fire - Japan,earthquake,3,green,0,112,166,4.657,0.22,2.3,12.2,us0000007497
1927-03-15,1927,3,54.4961,-167.4505,75.2,5.4,mw,Ring of Fire - Alaska,earthquake,5,green,0,72,88,1.123,0.77,1.1,13.5,us0000007498
1964-09-28,1964,9,33.2058,72.8423,161.2,6.5,mw,Himalayan Belt,earthquake,46,orange,0,270,83,3.941,0.47,1.5,4.3,us0000007499
1992-09-19,1992,9,-36.5464,171.4593,179.1,5.1,mw,New Zealand,earthquake,2,green,0,20,77,1.391,1.34,5.6,9.0,us0000007500
1922-09-28,1922,9,34.1566,133.5935,96.5,5.0,ms,Ring of Fire - Japan,earthquake,1,green,0,1,161,0.79,0.13,3.0,2.8,us0000007501
1923-10-16,1923,10,-24.4519,-67.661,36.5,5.1,mb,Ring of Fire - Chile,earthquake,2,green,0,14,14,2.613,1.04,10.4,1.5,us0000007502
1932-08-18,1932,8,21.9518,-80.0015,28.9,5.5,mw,Caribbean,earthquake,2,green,0,95,162,4.504,1.09,15.1,11.3,us0000007503
2012-07-13,2012,7,27.2195,98.13,16.5,5.1,mw,Himalayan Belt,earthquake,0,green,0,20,196,4.133,0.38,0.7,14.6,us0000007504
1913-10-11,1913,10,-6.732,134.9316,313.7,5.2,ms,Ring of Fire - Indonesia,earthquake,1,green,0,29,87,2.997,0.37,18.6,4.8,us0000007505
1992-05-11,1992,5,-3.1692,136.1415,144.7,5.2,mw,Ring of Fire - Indonesia,earthquake,1,green,0,40,155,1.593,0.8,12.6,12.2,us0000007506
2009-05-27,2009,5,53.6866,-164.8501,160.1,5.3,mw,Ring of Fire - Alaska,earthquake,4,green,0,46,16,3.138,1.14,1.7,1.3,us0000007507
1941-02-10,1941,2,33.1342,-119.5838,14.0,5.1,ml,California - USA,earthquake,1,green,0,21,32,4.557,0.69,9.7,7.1,us0000007508
1985-01-02,1985,1,1.7844,-34.8723,6.5,6.0,mw,Mid-Atlantic Ridge,earthquake,8,green,0,174,15,1.481,1.3,18.2,14.8,us0000007509
2019-09-09,2019,9,-42.759,175.0474,37.1,5.1,ml,New Zealand,earthquake,1,green,0,22,191,0.103,0.81,18.6,8.2,us0000007510
1979-02-24,1979,2,-32.5114,-65.1431,82.4,5.8,mw,Ring of Fire - Chile,earthquake,4,green,0,133,109,2.066,1.29,8.7,15.0,us0000007511
1987-07-03,1987,7,32.6292,138.5502,48.5,5.4,mw,Ring of Fire - Japan,earthquake,2,green,0,73,24,1.67,1.16,12.8,3.3,us0000007512
2022-03-06,2022,3,-44.4098,170.4991,119.3,5.8,mw,New Zealand,earthquake,8,green,0,136,39,0.476,1.09,8.1,7.5,us0000007513
1988-02-09,1988,2,-17.9354,-23.199,18.4,6.5,mw,Mid-Atlantic Ridge,earthquake,24,yellow,0,258,119,4.467,0.97,16.0,14.2,us0000007514
2012-09-18,2012,9,-0.122,99.7657,39.2,5.1,mw,Ring of Fire - Indonesia,earthquake,1,green,0,24,199,3.592,1.33,17.9,9.9,us0000007515
1990-04-18,1990,4,-27.9018,-70.648,39.2,5.7,ml,Ring of Fire - Chile,earthquake,2,green,0,122,172,0.033,1.53,17.8,1.0,us0000007516
2018-07-20,2018,7,-8.6673,118.6369,104.8,5.4,mb,Ring of Fire - Indonesia,earthquake,3,green,0,62,87,0.84,0.34,13.0,3.3,us0000007517
1976-09-03,1976,9,13.293,122.5709,113.0,5.7,mb,Ring of Fire - Philippines,earthquake,2,green,0,116,152,1.203,1.83,18.0,10.7,us0000007518
1977-03-09,1977,3,39.5396,-121.3173,20.9,5.4,mw,California - USA,earthquake,3,green,0,79,127,3.087,1.57,9.0,6.4,us0000007519
1941-03-01,1941,3,32.0763,93.2438,102.5,5.0,mw,Himalayan Belt,earthquake,3,green,0,5,128,4.99,1.56,13.0,6.4,us0000007520
2023-10-07,2023,10,-38.4667,170.0197,234.6,5.2,ms,New Zealand,earthquake,1,green,0,27,27,2.04,1.03,2.7,2.9,us0000007521
2005-04-12,2005,4,40.3148,132.2762,16.9,6.0,ms,Ring of Fire - Japan,earthquake,5,green,0,170,51,0.798,1.17,3.0,5.6,us0000007522
2024-10-19,2024,10,1.8596,136.3163,87.3,5.2,mb,Ring of Fire - Indonesia,earthquake,1,green,0,43,22,1.466,1.03,10.8,9.8,us0000007523
1933-07-21,1933,7,35.3756,83.1977,11.1,5.1,mw,Himalayan Belt,earthquake,1,green,0,11,132,2.034,0.45,13.0,14.7,us0000007524
2023-12-10,2023,12,-3.3305,104.7448,109.2,5.4,mw,Ring of Fire - Indonesia,earthquake,3,green,0,73,47,4.0,1.84,1.0,9.4,us0000007525
1966-10-19,1966,10,8.0867,122.7225,26.1,6.3,ms,Ring of Fire - Philippines,earthquake,13,yellow,0,239,51,1.485,1.21,10.6,13.1,us0000007526
1945-03-22,1945,3,-20.2239,-68.1695,76.1,5.4,mw,Ring of Fire - Chile,earthquake,1,green,0,64,185,2.914,1.29,14.2,1.9,us0000007527
1983-05-04,1983,5,13.4794,-20.0948,9.8,5.2,mb,Mid-Atlantic Ridge,earthquake,2,green,0,43,135,0.107,0.55,2.6,7.9,us0000007528
1978-04-17,1978,4,57.2885,-164.9561,20.5,5.4,ms,Ring of Fire - Alaska,earthquake,3,green,0,64,29,2.939,1.04,11.9,11.5,us0000007529
1959-12-04,1959,12,39.1173,135.8678,431.3,5.5,mw,Ring of Fire - Japan,earthquake,2,green,0,81,177,4.481,1.93,12.1,9.6,us0000007530
1954-07-04,1954,7,42.6607,144.9576,61.9,5.0,mw,Ring of Fire - Japan,earthquake,1,green,0,4,188,1.685,1.04,8.2,6.7,us0000007531
1904-06-16,1904,6,-21.0992,-69.6224,28.7,5.4,mw,Ring of Fire - Chile,earthquake,5,green,0,62,81,0.3,1.16,17.6,7.0,us0000007532
1935-12-04,1935,12,37.1031,96.4956,21.8,5.7,mw,Himalayan Belt,earthquake,4,green,0,119,39,4.492,0.34,12.0,5.9,us0000007533
2000-11-14,2000,11,33.601,79.388,140.3,5.4,mw,Himalayan Belt,earthquake,4,green,0,63,153,1.776,1.33,11.3,9.4,us0000007534
1947-08-06,1947,8,39.4866,0.7458,11.7,5.0,mw,Mediterranean Belt,earthquake,1,green,0,2,45,0.298,0.91,3.3,1.9,us0000007535
1953-08-23,1953,8,44.4451,134.8877,19.1,6.1,ms,Ring of Fire - Japan,earthquake,10,yellow,0,194,43,1.667,1.8,9.8,13.5,us0000007536
1970-05-22,1970,5,-30.9914,-71.3452,57.7,5.6,ms,Ring of Fire - Chile,earthquake,4,green,0,114,125,0.334,1.18,4.1,8.6,us0000007537
1995-05-27,1995,5,2.957,138.6781,48.4,5.5,mw,Ring of Fire - Indonesia,earthquake,1,green,0,87,5,0.963,0.86,12.2,3.3,us0000007538
1969-11-08,1969,11,12.7517,128.0451,109.4,5.9,mw,Ring of Fire - Philippines,earthquake,17,green,0,167,119,4.835,0.53,13.1,1.6,us0000007539
1983-07-18,1983,7,41.5862,21.228,51.7,5.1,ml,Mediterranean Belt,earthquake,1,green,0,20,158,0.239,0.73,13.8,10.3,us0000007540
2022-05-25,2022,5,-9.8232,119.4774,130.1,5.5,mw,Ring of Fire - Indonesia,earthquake,3,green,0,89,37,3.905,1.8,19.1,5.8,us0000007541
1931-07-19,1931,7,7.7327,125.3826,149.3,5.7,mw,Ring of Fire - Philippines,earthquake,5,green,0,119,123,3.484,0.76,14.0,3.2,us0000007542
2024-11-11,2024,11,-24.858,-68.2975,68.8,5.0,mw,Ring of Fire - Chile,earthquake,0,green,0,0,197,2.908,0.19,11.3,6.9,us0000007543
1944-01-22,1944,1,41.6301,138.0427,37.0,5.5,mb,Ring of Fire - Japan,earthquake,2,green,0,88,158,3.088,1.3,6.1,7.5,us0000007544
2003-01-21,2003,1,34.7881,-122.2232,17.4,5.2,ml,California - USA,earthquake,1,green,0,42,44,4.958,1.4,3.6,4.3,us0000007545
1997-01-05,1997,1,42.7479,139.7442,48.9,5.4,mw,Ring of Fire - Japan,earthquake,1,green,0,63,34,4.129,1.06,19.0,14.3,us0000007546
1960-03-23,1960,3,-4.0622,121.1575,106.2,5.1,mw,Ring of Fire - Indonesia,earthquake,0,green,0,19,77,2.113,1.59,5.2,1.9,us0000007547
1981-06-02,1981,6,-4.1181,105.366,62.6,5.0,ms,Ring of Fire - Indonesia,earthquake,0,green,0,0,91,0.221,1.7,14.2,7.2,us0000007548
1983-06-25,1983,6,5.2387,120.5983,379.0,5.1,ms,Ring of Fire - Philippines,earthquake,1,green,0,21,179,3.815,1.66,1.0,7.5,us0000007549
1985-05-16,1985,5,2.5813,126.0554,262.0,5.1,ms,Ring of Fire - Indonesia,earthquake,0,green,0,10,60,3.251,1.87,6.5,8.0,us0000007550
2022-09-15,2022,9,-37.0623,-69.6511,50.3,5.0,ms,Ring of Fire - Chile,earthquake,0,green,0,4,188,2.127,0.93,11.4,1.5,us0000007551
1924-04-27,1924,4,-7.7447,105.5629,102.6,5.1,mw,Ring of Fire - Indonesia,earthquake,0,green,0,12,97,4.158,1.94,1.4,2.8,us0000007552
2000-12-28,2000,12,35.2136,-114.4729,50.2,5.6,mb,California - USA,earthquake,4,green,0,113,164,1.038,1.17,9.9,0.8,us0000007553
1966-04-02,1966,4,-41.1717,174.413,44.0,5.4,mw,New Zealand,earthquake,1,green,0,70,144,3.397,0.57,18.8,12.5,us0000007554
2006-04-20,2006,4,-0.1832,132.8598,53.1,5.3,ms,Ring of Fire - Indonesia,earthquake,3,green,0,52,24,2.565,0.28,5.8,9.7,us0000007555
1986-11-21,1986,11,-15.8481,-66.7724,119.9,5.2,mw,Ring of Fire - Chile,earthquake,1,green,0,40,14,2.691,0.98,11.1,10.6,us0000007556
2015-06-23,2015,6,-38.0865,176.3162,20.5,5.3,ms,New Zealand,earthquake,2,green,0,59,144,1.873,0.97,17.0,2.5,us0000007557
